label	title
1	The equivalent of up to three-quarters of the carbon stored in contiguous U.S. forests is locked in the living vegetation of one African country, according to new research.
1	October 2017 was the second warmest October in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	A visualization uses NASA satellite data and physics and meteorology knowledge to track three aerosols: dust, smoke and sea salt.
1	Visual stories of bacteria, plants, land animals, sea creatures and birds show what a view from space can reveal.
1	During the week of Nov. 13-17, NASA is sharing stories and videos about how the view of life from space is furthering knowledge of our home planet and the search for life on other worlds.
1	"Sea level ""fingerprints"" — the counter-intuitive gravitational effects of melting ice — are leaving their mark on the U.S. East Coast."
1	A geothermal heat source may help explain why a section of West Antarctica's ice sheet is so unstable.
1	The 2017 hurricane season could be the turning point in planning for climate resilience. NASA scientists provide risk information for preparatory action.
1	New maps of Greenland's seafloor and bedrock show that two to four times as many coastal glaciers are at risk of accelerated melting as previously thought.
1	A recent study estimates the global impact of atmospheric rivers on floods and droughts, as well as the number of people affected by these atmospheric phenomena.
1	After more than 15 productive years in orbit, the U.S./German GRACE (Gravity Recovery and Climate Experiment) satellite mission has ended science operations.
1	Narwhals help NASA scientists measure ocean changes off the Greenland coast.
1	The first wave of atmospheric data from the Stratospheric Aerosol and Gas Experiment III (SAGE III), a NASA instrument that launched to the International Space Station earlier this year, is now available for public use.
1	"The Clouds and the Earth’s Radiant Energy System (CERES) instrument is scheduled to launch into space in a few weeks, where it will collect top-of-atmosphere data on Earth's ""energy budget."""
1	September 2017 was the fourth warmest September in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	A new NASA study provides space-based evidence Earth's tropical regions were the cause of the largest annual increases in atmospheric carbon dioxide in at least 2,000 years.
1	NASA will hold a media teleconference at 11 a.m. PDT (2 p.m. EDT) Thursday, Oct. 12, to discuss new research to be published this week on changing global levels of carbon dioxide in the atmosphere.
1	Researchers returned to the field to measure how weather systems transport carbon dioxide and methane through the atmosphere over the eastern United States, hoping to improve our understanding of where those greenhouse gases originate.
1	A space-based study finds underground water reserves in California's Silicon Valley rebounded quickly from the recent drought in response to conservation measures.
1	Arctic sea ice appeared to have reached its yearly lowest extent on Sept. 13. At 1.79 million square miles (4.64 million square kilometers), this year’s Arctic sea ice minimum extent is the eighth lowest in the consistent long-term satellite record, which began in 1978.
1	The flow speeds of Antarctica's fastest-accelerating glaciers in 2008-2014 likely increased because of warm water blown into their bay by La Niña and another climate pattern.
1	August 2017 was the second warmest August in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	With one of its twin satellites almost out of fuel after 15 years measuring Earth's gravity field, the U.S./German GRACE mission is making plans for a final science collection.
1	A NASA mission’s discoveries about Earth and its climate system have made national headlines, but what’s less known are the unique science and ground-breaking technologies that underpin the spacecraft.
1	Operation IceBridge is flying in Greenland to measure how much ice has melted over the course of the summer from the ice sheet.
1	"For the first time, scientists have detected sea level ""fingerprints"" – patterns of variation in global sea level due to changes in water and ice on land – in GRACE data."
0	As the storm approaches the Bahamas and Florida, it will be passing over waters that are warmer than 86 degrees Fahrenheit — hot enough to sustain a Category 5 storm.
1	Smoke and particles from numerous fires burning across the West ride the jet stream 3,000 miles to the East Coast.
1	Ground-level ozone is created when emissions from cars, power plants, wildfire smoke and other sources chemically react in sunlight. It can seriously diminish air quality and negatively affect people’s health. NASA scientists are studying pollution around the Chesapeake Bay to help improve air-quality forecasts.
1	NASA's Operation IceBridge is flying its summer Arctic land ice campaign in Greenland, continuing its measurements of the Greenland Ice Sheet and its outlet glaciers.
1	Plankton are strongly interconnected with climate and life on Earth. NASA scientists return to the field by air and by sea to study their annual cycle.
1	Arctic sea ice is in a downward spiral, but predicting how the sea ice is going to behave in a particular year is tricky. NASA scientists are working to change that and, in the process, fine-tune computer models that represent connections among the ice, atmosphere and ocean.
1	July 2017 was statistically tied with July 2016 as the warmest July in the 137 years of modern record-keeping, according to a monthly analysis of global temperatures by NASA scientists.
1	Land ecosystems are taking longer to recover from droughts, and incomplete recovery may become the norm in places, with tree deaths and increased greenhouse gas emissions.
1	How drilling deeply can help us understand past climates and predict future climates.
1	NASA's P-3 research plane begins flights this month through both clouds and smoke over the South Atlantic Ocean to understand how tiny airborne particles called aerosols change the properties of clouds and how they influence the amount of incoming sunlight the clouds reflect or absorb.
1	Celebrating four extraordinary oceanography satellites and their 25-year mission to make a measurement fundamental to studying the oceans and climate.
1	An experimental small satellite has successfully collected and delivered data on a key measurement for predicting changes in Earth’s climate.
1	In the 1900s, the U.S. warmed everywhere except the Southeast, where warming didn't begin till the 1990s. A study finds air quality improvements may have played a role.
0	What makes clouds drizzle? A new study overturns a common assumption about raindrop size.
1	Earlier this year, Arctic sea ice sank to a record low wintertime extent for the third straight year. Now NASA is flying a set of instruments north of Greenland to observe the impact of the melt season on the Arctic's oldest and thickest sea ice.
1	New research finds the southern Amazon rainforest triggers its own rainy season. The finding highlights the close connection between the rainforest ecosystem and climate.
1	June 2017 was the fourth warmest June in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by scientists at NASA's Goddard Institute for Space Studies (GISS) in New York.
1	An iceberg about the size of the state of Delaware split off from Antarctica’s Larsen C ice shelf sometime between July 10 and July 12. How will the remaining ice shelf respond?
1	New research finds that Arctic winter warming events are becoming more frequent and longer-lasting than three decades ago.
1	A new study finds lightning storms were the main driver of recent massive fire years in Alaska and northern Canada, with the storms likely to migrate north as climate warms.
1	Blending standard jet fuel with biofuel reduces soot emissions, and that may reduce contrails and their contribution to global warming.
1	May 2017 was the second-warmest May in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by scientists at NASA's Goddard Institute for Space Studies (GISS) in New York.
1	New NASA research estimates how much and how quickly the ocean absorbs atmospheric gases and contrasts it with the efficiency of heat absorption.
1	New research using data from NASA's airborne science campaigns shows how wildfire smoke could impact the atmosphere and climate much more than once thought.
1	Global climate models may underestimate the amount of rain that will fall in the tropics as our planet continues to warm.
1	A novel JPL instrument offers a simultaneous view of ocean currents and winds from multiple directions.
1	Thwaites Glacier is melting rapidly but not as fast as earlier research predicted, according to a new NASA study using a more realistic computer model.
1	A NASA study finds during Greenland's two hottest summers on record, ice in Rink Glacier didn't just melt faster, it slid through the glacier's interior in a gigantic wave.
1	A NASA-led effort to advance our ability to monitor changing Arctic and boreal ecosystems has started its second season, with the first aircraft taking flight over Alaska and northwest Canada this month.
1	NASA’s annual survey of Arctic ice cover changes greatly expanded its reach this year in a series of flights that wrapped up on May 12.
1	April 2017 was the second-warmest April in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by scientists at NASA's Goddard Institute for Space Studies (GISS) in New York.
1	Warmer temperatures and thawing soils may be driving an increase in emissions of carbon dioxide from Alaskan tundra to the atmosphere, particularly during the early winter.
1	With 10 years of MISR satellite data, scientists suspected global cloud heights might be getting lower. With 15 years of data, they've found it's too early to say for sure.
1	The 15-year-old AIRS instrument is an asset for weather forecasters and climate scientists worldwide, providing detailed 3-D maps of the atmosphere's weather-making layer.
1	A new tool may help planners and decision makers identify key regions of the U.S. coastline that are vulnerable to regional sea level changes on 10- to 20-year timescales.
1	NASA satellites monitor the land and sea, providing key information to farmers and policymakers.
1	A team of scientists will begin measuring greenhouse gases over the Mid-Atlantic region to better understand the exchange of carbon dioxide and methane between the Earth and the atmosphere.
1	A new study concludes that using biofuels to help power jet engines reduces particle emissions in their exhaust by as much as 50 to 70 percent.
1	NASA data show that snowpack in the Tuolumne River Basin in California's Sierra Nevada is larger than the last four years of snowpack combined.
1	A new study suggests that hydroxyl radicals may be behind an unexplained recent increase in Earth's atmospheric methane levels.
1	A new study has identified which West Greenland glaciers are most susceptible to thinning in the coming decades by analyzing how they’re shaped.
1	March 2017 was the second-warmest March in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by scientists at NASA's Goddard Institute for Space Studies (GISS) in New York.
1	NASA's Langley Research Center has been working for nearly 50 years to understand the complex systems driving changes to Earth's atmosphere and the environment that it sustains.
1	"NASA invites people around the world to help us celebrate Earth Day 2017 by ""adopting"" one of 64,000 individual pieces of Earth as seen from space."
1	NASA’s Cyclone Global Navigation Satellite System (CYGNSS) is on track to deliver its first science data, just in time for the 2017 Atlantic hurricane season.
1	Engineers have built an instrument with incredibly precise time measurements for the Ice, Cloud and land Elevation Satellite-2 (ICESat-2), which will measure ice elevation.
1	Data collected by the same instruments and aircraft that studied volcanoes and coral reefs in Hawaii this winter will be used to evaluate the possibility of a future satellite mission.
1	Arctic and Antarctic sea ice appears to have reached record low extents, according to scientists at NASA and the NASA-supported National Snow and Ice Data Center (NSIDC).
0	SAGE III reached another milestone by collecting first light data from its new home on the International Space Station.
1	Slated to launch in 2018, NASA’s Ice, Cloud and land Elevation Satellite-2 mission will observe sea ice thickness, an essential measurement of Earth's climate.
1	A study ties fertilizers, animal waste, changes to atmospheric chemistry and climate change to increased ammonia over the United States, Europe, China and India.
1	February 2017 was the second-warmest February in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by scientists at NASA's Goddard Institute for Space Studies (GISS) in New York.
1	In 15 years of operations, the GRACE satellite mission has dramatically changed our view of how water moves and is stored on Earth.
1	Could leftover heat from the last El Nino fuel a new one? JPL Climatologist Bill Patzert looks at the current state of the Pacific Ocean as seen by the Jason-3 satellite.
1	Operation IceBridge will expand its reach to explore the Arctic’s Eurasian Basin through two research flights.
1	A new study finds that future American Southwest desert heatwaves are putting songbirds at greater risk of dehydration and mass die-offs.
1	SAGE III is now safely installed on the outside of the International Space Station, where it will monitor ozone and aerosols in Earth’s upper atmosphere.
1	A new NASA forecasting model based on satellite measurements is allowing researchers to make better estimates of summer Arctic sea ice area.
1	NASA's IceCube, which will measure cloud ice levels using a radiometer, is poised to take flight to the International Space Station.
1	The number of instruments on the International Space Station dedicated to increasing our understanding of our home planet continues to grow.
1	Researchers have completed the first flights of a NASA-led field campaign that is targeting one of the biggest gaps in scientists' understanding of Earth's water resources: snow.
1	A discovery adds knowledge to how water storage might affect future sea level rise.
1	January 2017 was the third warmest January in 137 years of modern record-keeping, according to a monthly analysis of global temperatures by scientists at NASA's Goddard Institute for Space Studies (GISS) in New York.
1	Data from NASA's Oceans Melting Greenland campaign are dramatically increasing our knowledge of how the ocean is melting Greenland's ice sheet.
1	A NASA study of two growing Louisiana deltas can help scientists better understand how coastal wetlands will respond to global sea level rise.
1	As sea levels rise, an accompanying threat is often overlooked: rapidly sinking coastal cities.
1	Do big cities have ecosystems? What does it take to survive in the desert? Earth is full of different ecosystems.
1	Two key climate change indicators — global surface temperatures and Arctic sea ice extent — have broken numerous records through the first half of 2016, according to NASA analyses of ground-based observations and satellite data.
1	Climate experts from NASA will discuss recent trends in global temperatures and Arctic sea ice, as well as research now underway to better understand their impacts, during a media teleconference at 1 p.m. EDT Tuesday, July 19.
1	Rising temperatures in Antarctica have caused a population decline in a penguin species that breeds across the continent.
1	The northern reaches of North America are getting greener, according to a NASA study that provides the most detailed look yet at plant life across Alaska and Canada.
0	PRISM is advancing scientists' ability to study hard-to-see phenomena in coastal waters.
1	Why is Antarctic sea ice cover increasing while Arctic sea ice is diminishing rapidly? A NASA-led study finds the geology of Antarctica and the Southern Ocean are responsible.
1	A five-year NASA Earth mission will study phytoplankton and their far-reaching effect on climate.
1	Getting to 100 percent renewable energy across the entire planet by 2050 is not only within reach, it’s also low tech, according to a Stanford University professor who has charted the way.
1	Clouds, which can help cool the Earth's surface, are being pushed toward the poles primarily by heated air from expanding tropics.
1	Flaring of waste natural gas from industrial oil fields in the Northern Hemisphere is a potential source of significant amounts of nitrogen dioxide and black carbon to the Arctic, according to a new NASA study.
1	A quarter to half of Earth’s vegetated lands has shown significant greening over the last 35 years largely due to rising levels of atmospheric carbon dioxide.
1	Air pollution is a lethal global health hazard. A trio of science and technology projects aims to help.
1	This Earth Day, NASA is giving the world an insider’s look into the myriad activities the space agency conducts in a typical day to study and protect our home planet.
1	New maps of the seafloor around Greenland help scientists understand which glaciers are at increased risk for melting.
1	March 2016 set a new record temperature for this time of year, the sixth month in a row to do so.
1	A new study reveals that variations in cloud cover, which influence environmental factors like rain and sunlight, can help scientists identify where plants and animals can survive.
1	New data on how water moves around Earth answer old questions about the planet's rotation.
0	For much of the planet, giant sheets of spaceborne solar panels could do for electricity production what mobile phones are doing for telecommunications.
1	Pakistan water managers are using satellite data from NASA’s Gravity Recovery and Climate Experiment to more effectively monitor and manage the nation's groundwater.
1	Earth is a beautiful place. Here's our image of the month.
1	Understanding the mechanisms that drive migratory behavior is increasingly important, in terms of climate change, as migrating animals rely on multiple habitats.
1	Worldwide, 2012 was among the 10 warmest years on record according to the 2012 State of the Climate report released online [yesterday] by the American Meteorological Society (AMS).
1	A Caltech chemistry professor and his colleagues aim to produce fuel as energy-dense as gasoline and as friendly to the environment as a daffodil.
1	View pictures of human impact on the world's oceans.
1	Quick looks by a special CATS-eye attached to the International Space Station will help scientists catalog and track particles in Earth’s atmosphere and act as a pathfinder for a new satellite planned for 2021.
1	Climate data can help predict some crop failures several months before harvest, according to a new study from an international team, including a research scientist at NASA's Goddard Space Flight Center in Greenbelt, Md.
1	Tropical Storm Erin is an example of a newly defined type of inland cyclone that maintains or increases strength after landfall, according to NASA-funded research by Theresa Andersen and J. Marshall Shepherd of the University of Georgia in Athens.
0	Northern parts of the central United States got an unexpected visitor in the summer of 2012. Actually, it got thousands of them. The area experienced an invasion of a brown and yellow bird named the dickcissel.
1	There’s never a cloudy day on the moon. It’s flooded with sunshine 24/7 during its two-week-long daytime, so it makes sense to use solar energy to power future lunar rovers and other devices. But each lunar day is followed by two weeks of lunar night, and that means a long stretch of downtime after the sun sets.
1	Surface meltwater draining through cracks in an ice sheet can warm the sheet from the inside, softening the ice and letting it flow faster, a new study finds.
1	Last week a European Earth-observing satellite confirmed that a large iceberg broke off of Pine Island Glacier, one of Antarctica's largest and fastest moving ice streams.
1	Earth's water is stored in ice and snow, lakes and rivers, and the atmosphere and oceans. Mouse over different parts of the cycle to learn more.
1	Springtime introduces a new palette to the icy, white landscape of Greenland. Pools of blue water begin to dot the surface of the ice sheet as the top layer of snow and ice melts. The ponds provide an important indicator of how much the ice sheet is melting in a given year.
1	The heat wave that gripped the western United States in late June may have set an all-time record in Death Valley National Park, California.
1	"The curtain has come down on a superstar of the satellite oceanography world that played the ""Great Blue Way"" of the world's ocean for 11-1/2 years."
1	The sun lightens our world and enlightens our scientists as they look to our closest star for a better understanding of solar activity and what it means for our planet.
1	Earth is a beautiful place. Here's our image of the month.
1	Sunlight is a powerful thing. A tiny magnifying glass is able to focus just a little bit of the Sun’s light into a hot beam. This beam is hot enough to burn a small pile of dry leaves!
1	Images crafted from a year’s worth of data collected by the Suomi NPP satellite provide a vivid depiction of worldwide vegetation.
1	On most days, relentless rivers of clouds wash over Alaska, obscuring most of the state’s 6,640 miles (10,690 kilometers) of coastline and 586,000 square miles (1,518,000 square kilometers) of land. The south coast of Alaska even has the dubious distinction of being the cloudiest region of the United States, with some locations averaging more than 340 cloudy days per year. That was certainly not the case on June 17, 2013.
1	In 2012, the continental United States suffered through one of its worst droughts in decades. Nearly 80 percent of the nation’s farm, orchard, and grazing land was affected in some way, and 28 percent experienced extreme to exceptional drought. As another summer arrives in North America, surface water conditions have improved in many places, but drought has persisted or deepened in others. Underground, the path out of drought is much slower.
1	The concept behind Landsat is to gather images of Earth’s land surfaces. But in four decades of service to science, the satellites have proven to themselves quite useful for observing some blue parts of the planet, too.
1	Ocean waters melting the undersides of Antarctic ice shelves are responsible for most of the continent's ice shelf mass loss, a new study by NASA and university researchers has found.
0	Duane Waliser
1	View one of many amazing satellite images of the Earth in 3D.
0	I spend a lot of time asking students, audiences at speaking engagements, and other members of the public about their thoughts on science and I’ve noticed a theme that runs across all education levels, from deans and education administrators to lawyers and college students. “Sure, I like science,” people sigh, or “I used to like science when I was a kid.”
1	To Robert Green, light contains more than meets the eye: it contains fingerprints of materials that can be detected by sensors that capture the unique set of reflected wavelengths. Scientists have used the technique, called imaging spectroscopy, to learn about water on the moon, minerals on Mars and the composition of exoplanets. Green's favorite place to apply the technique, however, is right here on the chemically rich Earth, which is just what he and colleagues achieved this spring during NASA's Hyperspectral Infrared Imager (HyspIRI) airborne campaign.
1	Take a peek at our latest Earth image of the month. If you like it, download it!
1	In the 1960s, climate science took a quantum leap forward when researchers at the Geophysical Fluid Dynamics Laboratory in Princeton, N.J. developed the first computerized model of Earth’s climate that could account for both atmospheric and oceanic processes. For the first time, scientists could see how the complex interactions between the ocean and the atmosphere influenced global climate. The model was the basis for the first experiment to test the idea of global warming.
0	In case you couldn’t guess, those words came from “The Governator,” or the former California Gov. Arnold Schwarzenegger, who hosted a public comment forum that I attended last week at the University of Southern California (USC) for the recently drafted
1	Observing rainfall has become standard in our modern world. Where the rain goes, so too do the umbrellas -- and flood warnings, drought assessments, estimates for freshwater water reservoirs, long term planning for farmers, alerts for waterborne diseases, even famine early warning systems.
1	NASA's 'Eyes on the Earth' is a 2013 Webby Honoree
1	Ozone stinks.  People who breathe it gag as their lungs burn.  The EPA classifies ground-level ozone as air pollution.
0	A step-by-step guide for kids
0	Though thunderstorms are familiar and seemingly non-threatening, severe thunderstorms can lead to dangerous supercells, derechos, and tornadoes.
1	In September 2012, the ice cap over the Arctic Ocean shrank to its lowest extent on record, about half the size of the average summertime extent from 1979 to 2000. That sea ice minimum continued a long-term trend of diminishing ice cover over the past few decades.
1	A versatile NASA airborne imaging radar system is showcasing its broad scientific prowess for studying our home planet during a month-long expedition over the Americas.
1	While a high-pressure weather system brought warmer than normal temperatures to Greenland and northern Canada in March 2013, much of North America, Europe, and Asia shivered through weeks of unseasonably cool temperatures.
1	This video highlights some of the newest satellites in the NASA's fleet, including the versatile Suomi National Polar-orbiting (NPP) satellite, a partnership between NASA and the National Oceanic and Atmospheric Administration, and Aquarius, which measures sea surface salinity and is a joint project between NASA and the Space Agency of Argentina.
1	NASA Earth science researchers last month traveled to Turrialba Volcano, near San Jose, Costa Rica, to fly a Dragon Eye unmanned aerial vehicle (UAV) -- a small electric aircraft equipped with cameras and sensors -- into the volcano’s sulfur dioxide plume and over its summit crater, to study Turrialba’s chemical environment.
1	The Visible Infrared Imaging Radiometer Suite (VIIRS) on the Suomi NPP satellite captured this view of extensive sea-ice fracturing off the northern coast of Alaska.
1	Recently, we published a data visualization showing tropospheric NO2 over the Indian Ocean. The effort got us to thinking about how we try to present data in a way that’s easy to intepret while staying true to the science.
1	On March 15, 2013, Arctic sea ice extent appears to have reached its annual maximum extent, marking the beginning of the sea ice melt season. This year’s maximum extent was the sixth lowest in the satellite record.
1	A combination of extreme cold temperatures, man-made chemicals and a stagnant atmosphere were behind what became known as the Arctic ozone hole of 2011, a new NASA study finds.
1	Learn about sea level's role in climate change from space.
1	A consensus is emerging among climate researchers: For several types of storms, global warming may prime the atmosphere to produce fewer but stronger storms.
1	Travel through Earth's recent climate history.
1	"In this new series on ""Big Fat Planet,"" we will answer selected questions about Earth's climate submitted by readers."
1	Climate likely to be on hotter side of projections
0	On October 29, 2012, lives were changed forever along the shores of New Jersey.
0	On Oct. 28, 2011, the Suomi National Polar-orbiting Partnership (NPP) satellite successfully blasted into orbit.
1	Take a peek at our latest Earth image of the week. If you like it, download it!
1	A new analysis led by NASA's Jet Propulsion Laboratory, Pasadena, Calif., has estimated how much the growth of plants worldwide is limited by the amount of nutrients available in their soil.
1	Dust that routinely rises above the world’s deserts causes a more significant localized warming effect than previously thought.
0	A 3D view of Hurricane Sandy
1	The average area covered by the Antarctic ozone hole this year was the second smallest in the last 20 years.
1	Arctic sea ice shrinks, Antarctic grows
1	Every once in a while, Mother Nature sends a reminder to Southern Californians that they are not completely immune to the whims of tropical cyclones.
1	As NASA's Operation IceBridge resumed Antarctic science flights on Oct. 12, 2012, researchers worldwide had their eyes on Antarctica's Pine Island Glacier ice shelf.
1	I mostly grew up in Gary, Indiana on the shores of Lake Michigan (a smallish ocean) surrounded by great Pleistocene sand dunes.
1	If somebody had told me that 2012 would bring with it a deployment to Greenland, Chile, and possibly Antarctica, I never would have believed that person.
1	NASA Earth explorers will take students on virtual trips to Antarctica, the Peruvian Amazon, the mangrove forests of Africa and many other places around the world.
1	As the Arctic was experiencing a record low minimum extent, the Antarctic sea ice was reaching record high levels.
1	For decades, NASA has relied upon hydrogen gas as rocket fuel to deliver crew and cargo to space.
1	NASA climatologist Dr. Claire Parkinson focuses on sea ice and its role in the global climate change system
1	Take a peek at our latest Earth image of the week. If you like it, download it!
1	"The paleoclimate record reveals a more sensitive climate than we thought. Limiting human-caused global warming to 2 degrees [Celsius] is not enough and would be a ""prescription for disaster"", according to a new NASA study."
0	Imagine an economy of peace
0	UPDATE: Greenpeace blocks mega soy ship at Dutch port for 18 hours
0	Greenpeace blocks mega soy ship at Dutch port
1	Landmark inquiry finds legal grounds to hold climate-destroying corporations accountable
0	The Norwegian State calls for rejection of Arctic oil case by European Court of Human Rights
1	#CitizenClimate series 03: Cho Sun-Hee
1	Listen to the science, #BanFossilAds
1	The game changers on climate
0	Humpback whale call unknown to science is recorded for the first time
1	Big brands must seize the moment to end the plastic pollution crisis
0	Listen to the scientist
1	6 things to know about the IPCC climate solutions science report
0	Stop procrastinating, solutions exist for a safer future, latest IPCC report urges
1	Fossil Fuels are fuelling war
1	10 women from the Asia Pacific region steering the climate conversation
0	8 women fighting for justice and for our planet in the Americas
1	#CitizenClimate series 02: Farzana Faruk Jhumu
0	Incoming from the IPCC: an action plan for the critical decade
1	How oceans play a key role in the fight against climate change
1	Greenpeace activists protest in front of supertanker – demanding that EU ban Russian oil
1	Action plan for the critical decade on climate – IPCC to finalise and release the next part of their Sixth Assessment Report
1	6 reasons why nuclear energy is not the way to a green and peaceful world
1	Justice takes centre stage in the latest IPCC report- what that means for climate action
0	Resilience? You say that like it’s a good thing
1	Scientists aboard Greenpeace Antarctic expedition find abundance of life in southernmost submarine research dive in history
0	Care at the core
1	6 African women shaping the climate conversation
0	New analysis on severe nuclear hazards at Zaporizhzhia plant in Ukraine - only solution is immediate end to war
0	5 things you need know about the new IPCC WG2 report
0	New IPCC report: we are not prepared for what is coming
1	Antarctic Sea Ice Minimum set for a record low
0	How people power helped save the Argentine Sea from oil companies
1	Campaigners warn of ‘unthinkable’ restrictions on civil society participation at Global Ocean Treaty negotiations
1	Look up! Another warning by IPCC climate scientists is heading our way
1	Book excerpt: Education for girls is essential for climate justice
1	Bolsonaro is a catastrophe for the environment
1	Rainbows, happy cows and climate killing fossil fuels
1	New IPCC climate report to add pressure for action and justice
1	“It’s like looking through a window” – giant portal to the Antarctic appears in London
1	Why is Greenpeace talking about taxing the super rich?
1	Enough is Enough! Collective action to stop oil exploitation in Argentine sea
1	Greenpeace calls for global treaty to include the whole life cycle of plastics
0	Look up, look in
1	A year of record-breaking extreme weather
0	2021's incredible moments in pictures
1	10 inspiring environmental victories of 2021
1	TotalEnergies and ExxonMobil to do seismic testing in whale grounds, Greenpeace report shows
1	A Global South perspective on the fight against the climate crisis
1	Shell in South Africa: fossil fuels at full blast
1	Meet 12 climate activists changing the world
0	Animations we loved this year — 7 short films that inspire action
1	Has the zombie apocalypse of forest fires begun?
0	Stories from our volunteers
1	#CitizenClimate series 01: Veronica
0	The true cost of Black Friday
0	Meat marketing: We’re not loving it
1	A stand against the climate crisis is a stand against gender violence
0	Greenpeace solidarity statement with Wet’suwet’en People
0	#RealZero video series shows how offsetting is the biggest book keeping trick of the century
0	COP26: More than expected, less than hoped
0	COP26 ends in Glasgow
0	Latest text published at COP26 - Greenpeace response
1	Global survey shows hardly any support for net-zero pledges with carbon offsets
0	Article 6 negotiations risk blowing hole in Paris Agreement
0	New COP26 final decision text - Greenpeace response
1	Carbon offsets are a scam
0	China USA Statement at COP26 - Greenpeace Response
1	Major global economies and car manufacturers fail to sign even the weakest of agreements on electric vehicles at COP26
0	New COP26 Draft Decision Text - Greenpeace Response
1	Climate Action Tracker update is “devastating”
1	Climate change is a justice issue – these 6 charts show why
1	Greenpeace sues Volkswagen for fuelling the climate crisis and violating future freedom and property rights
1	Glasgow first draft text revealed: “exceptionally weak” with no mention of fossil fuel phaseout - Greenpeace response
1	Environmental, Indigenous & human rights groups slam net-zero ‘smoke and mirrors’ at COP26
0	Saudi Arabian negotiators move to cripple COP26 - Greenpeace response
1	Green jobs must also be good jobs
0	COP26 Update: State of the talks so far (extended quote and briefing)
0	Offsets taskforce hit by protests at COP26
1	Diplomatic bully: Australia’s climate obstruction in the Pacific revealed
1	COP26 methane reduction pledge dodges need for fossil fuel cuts
0	Big Oil only pledges to help itself
1	COP26: Greenpeace condemns green light for another decade of forest destruction
0	Greenpeace: G20 fails to confront global crises
1	Postcard from 2050: cities and climate change in a dystopian future
0	COP26: A test for humanity, a time for action
1	COP26: Everything you need to know about the UN Climate Summit
0	4 demands we have for COP26: the time is now
1	10 African youth climate activists changing the face of the planet
1	Fossil fuel producing countries pushing back against climate action in landmark UN report, leaked documents show
1	Inaction over illegal palm oil in Indonesia’s megadiverse forest estate jeopardises people and planet
1	Rural women unite against industrial farming pollution
1	UN Human Rights’ Chief Files Intervention In Swiss Seniors’ Climate Case
1	Antarctica shows everything is possible when we work together - now we need leaders to make history again
1	Update: Dutch police board Greenpeace ship and arrest 21 activists after peaceful protest at Shell’s refinery in Rotterdam
1	Let’s ban fossil fuel ads and sponsorships for good
1	Greenpeace blocks Shell’s harbour in Rotterdam and launches citizens’ bid to ban fossil fuel ads in Europe
1	Climate action can’t wait! 11 actions we must take now
1	Climate science or corporate food? UN Food Summit must choose for a liveable planet
1	Climate Hope is everywhere that you are
0	New UN report shows endless NDC nightmare
0	Marking 50 years of hope in action
1	Plastic worsens the climate crisis, from the Philippines to the United States
1	Climate crisis threatens price stability, new research urges ECB to swiftly address policy flaws
0	Greenpeace joins global call for COP26 postponement citing UK’s failure to ensure safe and equitable access
1	We must break the soft power of the fossil fuel industry
1	New York City flooding is the new climate crisis normal
1	Greenpeace starts legal proceedings against Volkswagen for fuelling the climate crisis
0	Pride is a protest!
0	The power of photography as we enter ‘code red for humanity’
1	Record breaking fires in Siberia
1	IPCC report signals decisive moment for humanity: Urgent climate action needed
1	Climate crisis fires burning from the Amazon and Turkey to California
0	Rigged: a workers' oil story
0	An Uncomfortable 'New Normal'
0	More trains, less planes, mobility for all
1	No time or forest to lose
1	Global heatwaves are fossil fuel-driven climate chaos
1	Green(washing) finance: sustainability funds fail to live up to their name
1	Youth take Arctic oil to European Court
1	G7 leaves vulnerable behind in COVID-19 and climate emergency
0	The resistance to extractivism in Latin America
1	Letter to President Biden and President Putin: the US and Russia must embrace a just and green transformation
1	Why Net Zero and Offsets won’t solve the climate crisis
0	A year after the Norilsk disaster, where are Russia's oil risks and what needs to be done?
1	Historic verdict in climate case against Shell
1	Seagrass meadows, coral reefs and destructive fishing
1	Deep sea mining a disturbing new threat to my home
0	IEA says no new oil, gas or coal — Greenpeace response
0	Images reveal extent of Taiwan drought
1	Ten key points of Spain’s Climate Change and Energy Transition Law
1	This secretive industry is putting sea creatures at risk
1	2021's Climate Emergencies
0	What we found when we visited the Saya de Malha Bank
0	Do we need a new Chornobyl?
1	Earth to Humans...
1	Leaders' meagre steps on climate are walking us to catastrophe
1	Climate leadership requires fossil fuel phase out and nature protection
1	Coca-Cola it’s time to stop your pollution at source
1	Planned deforestation threatens Indigenous land, intact forest landscapes in West Papua
1	European Court of Human Rights greenlights Swiss seniors’ climate case
0	100 Million Dead Sharks - it’s not all about Shark Fin Soup
0	The ties that bind us, and move us forward
1	Why climate justice is impossible without racial justice
1	Why industrial fishing companies shouldn't manage the oceans
1	How the Polish state is intimidating their youth climate activists
1	A decade after the Fukushima Daiichi nuclear disaster, Greenpeace renews calls for the Japanese government to shift to a renewable energy future
